recipe_id,recipe_name,legacy_recipe_name,category,cuisine_inspiration,difficulty,servings,prep_minutes,cook_minutes,ingredients,method,why_this_works_for_tha,planner_readability_notes,acquisition_lane,acquisition_type,meal_source_type,collection,import_key,slug
THA-155,"Moroccan-style Mackerel, Pumpkin & Cauliflower Lunch Bowl 2",,lunch,Moroccan-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality mackerel fillets or 350g mackerel
250g pumpkin, chopped
250g cauliflower, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add mackerel, pumpkin and cauliflower, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality mackerel is paired with pumpkin, cauliflower and potato for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains mackerel
contains pumpkin
contains cauliflower
contains potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-155,Moroccan-style-mackerel-pumpkin-cauliflower-lunch-bowl-2
THA-156,"Thai-style Greek Yoghurt, Kale & Peas Stuffed Pitta 2",,lunch,Thai-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g Greek yoghurt
250g kale, chopped
250g peas, chopped
250g brown basmati rice
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add Greek yoghurt, kale and peas, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown basmati rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Greek Yoghurt, kale, peas and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains Greek yoghurt
contains kale
contains peas
contains brown basmati rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-156,Thai-style-greek-yoghurt-kale-peas-stuffed-pitta-2
THA-157,"Peruvian-style Kidney Bean, Fennel & Mushroom Jacket Potato",,lunch,Peruvian-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin kidney beans, drained
250g fennel, chopped
250g mushroom, chopped
250g bulgur wheat
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add kidney bean, fennel and mushroom, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the bulgur wheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Kidney Bean, fennel, mushroom and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains kidney bean
contains fennel
contains mushroom
contains bulgur wheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-157,Peruvian-style-kidney-bean-fennel-mushroom-jacket-potato
THA-158,"British Sardine, Onion & Fennel Frittata 2",,lunch,British family kitchen,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality sardine fillets or 350g sardine
250g onion, chopped
250g fennel, chopped
250g wholewheat noodles
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add sardine, onion and fennel, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat noodles as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality sardine is paired with onion, fennel and wholewheat noodles for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains sardine
contains onion
contains fennel
contains wholewheat noodles
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-158,british-sardine-onion-fennel-frittata-2
THA-159,"Mediterranean-style Cottage Cheese, Cauliflower & Red Pepper Lunch Bowl 2",,lunch,Mediterranean-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g cottage cheese
250g cauliflower, chopped
250g red pepper, chopped
250g sweet potato
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cottage cheese, cauliflower and red pepper, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the sweet potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cottage Cheese, cauliflower, red pepper and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains cottage cheese
contains cauliflower
contains red pepper
contains sweet potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-159,Mediterranean-style-cottage-cheese-cauliflower-red-pepper-lunch-bowl-2
THA-160,"Moroccan-style Lentil, Courgette & Green Bean Stuffed Pitta",,lunch,Moroccan-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin lentils, drained
250g courgette, chopped
250g green bean, chopped
250g brown rice
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add lentil, courgette and green bean, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Lentil, courgette, green bean and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains lentil
contains courgette
contains green bean
contains brown rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-160,Moroccan-style-lentil-courgette-green-bean-stuffed-pitta
THA-161,"Thai-style Tuna, Cherry Tomato & Pumpkin Jacket Potato 2",,lunch,Thai-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality tuna fillets or 350g tuna
250g cherry tomato, chopped
250g pumpkin, chopped
250g pearl barley
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tuna, cherry tomato and pumpkin, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the pearl barley as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality tuna is paired with cherry tomato, pumpkin and pearl barley for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains tuna
contains cherry tomato
contains pumpkin
contains pearl barley
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-161,Thai-style-tuna-cherry-tomato-pumpkin-jacket-potato-2
THA-162,"Peruvian-style Halloumi, Sweetcorn & Celery Frittata 2",,lunch,Peruvian-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g halloumi
250g sweetcorn, chopped
250g celery, chopped
250g wholemeal flatbread
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add halloumi, sweetcorn and celery, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholemeal flatbread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Halloumi, sweetcorn, celery and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains halloumi
contains sweetcorn
contains celery
contains wholemeal flatbread
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-162,Peruvian-style-halloumi-sweetcorn-celery-frittata-2
THA-163,"British Tofu, Red Cabbage & Aubergine Lunch Bowl",,lunch,British family kitchen,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
280g firm tofu, cubed
250g red cabbage, chopped
250g aubergine, chopped
250g oats
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tofu, red cabbage and aubergine, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the oats as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Tofu, red cabbage, aubergine and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains tofu
contains red cabbage
contains aubergine
contains oats
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-163,british-tofu-red-cabbage-aubergine-lunch-bowl
THA-164,"Mediterranean-style Cod, Cucumber & Red Cabbage Stuffed Pitta 2",,lunch,Mediterranean-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality cod fillets or 350g cod
250g cucumber, chopped
250g red cabbage, chopped
250g wholewheat pasta
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cod, cucumber and red cabbage, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat pasta as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality cod is paired with cucumber, red cabbage and wholewheat pasta for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains cod
contains cucumber
contains red cabbage
contains wholewheat pasta
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-164,Mediterranean-style-cod-cucumber-red-cabbage-stuffed-pitta-2
THA-165,"Moroccan-style Egg, Pumpkin & Parsnip Jacket Potato 2",,lunch,Moroccan-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
6 eggs
250g pumpkin, chopped
250g parsnip, chopped
250g quinoa
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add egg, pumpkin and parsnip, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the quinoa as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Egg, pumpkin, parsnip and quinoa create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains egg
contains pumpkin
contains parsnip
contains quinoa
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-165,Moroccan-style-egg-pumpkin-parsnip-jacket-potato-2
THA-166,"Thai-style Cannellini Bean, Kale & Spinach Frittata",,lunch,Thai-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin cannellini beans, drained
250g kale, chopped
250g spinach, chopped
250g wholegrain wrap
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cannellini bean, kale and spinach, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain wrap as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cannellini Bean, kale, spinach and wholegrain wrap create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains cannellini bean
contains kale
contains spinach
contains wholegrain wrap
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-166,Thai-style-cannellini-bean-kale-spinach-frittata
THA-167,"Peruvian-style Mackerel, Fennel & Cherry Tomato Lunch Bowl 2",,lunch,Peruvian-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality mackerel fillets or 350g mackerel
250g fennel, chopped
250g cherry tomato, chopped
250g wholegrain bread
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add mackerel, fennel and cherry tomato, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain bread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality mackerel is paired with fennel, cherry tomato and wholegrain bread for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains mackerel
contains fennel
contains cherry tomato
contains wholegrain bread
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-167,Peruvian-style-mackerel-fennel-cherry-tomato-lunch-bowl-2
THA-168,"British Feta, Onion & Radish Stuffed Pitta 2",,lunch,British family kitchen,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g feta
250g onion, chopped
250g radish, chopped
250g wholewheat couscous
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add feta, onion and radish, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat couscous as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Feta, onion, radish and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains feta
contains onion
contains radish
contains wholewheat couscous
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-168,british-feta-onion-radish-stuffed-pitta-2
THA-169,"Mediterranean-style Chickpea, Cauliflower & Pak Choi Jacket Potato",,lunch,Mediterranean-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin chickpeas, drained
250g cauliflower, chopped
250g pak choi, chopped
250g buckwheat
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chickpea, cauliflower and pak choi, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the buckwheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Chickpea, cauliflower, pak choi and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains chickpea
contains cauliflower
contains pak choi
contains buckwheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-169,Mediterranean-style-chickpea-cauliflower-pak-choi-jacket-potato
THA-170,"Moroccan-style Sardine, Courgette & Cauliflower Frittata 2",,lunch,Moroccan-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality sardine fillets or 350g sardine
250g courgette, chopped
250g cauliflower, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add sardine, courgette and cauliflower, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality sardine is paired with courgette, cauliflower and potato for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains sardine
contains courgette
contains cauliflower
contains potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-170,Moroccan-style-sardine-courgette-cauliflower-frittata-2
THA-171,"Thai-style Greek Yoghurt, Cherry Tomato & Peas Lunch Bowl 2",,lunch,Thai-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g Greek yoghurt
250g cherry tomato, chopped
250g peas, chopped
250g brown basmati rice
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add Greek yoghurt, cherry tomato and peas, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown basmati rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Greek Yoghurt, cherry tomato, peas and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains Greek yoghurt
contains cherry tomato
contains peas
contains brown basmati rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-171,Thai-style-greek-yoghurt-cherry-tomato-peas-lunch-bowl-2
THA-172,"Peruvian-style Split Pea, Sweetcorn & Mushroom Stuffed Pitta",,lunch,Peruvian-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g split peas
250g sweetcorn, chopped
250g mushroom, chopped
250g bulgur wheat
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add split pea, sweetcorn and mushroom, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the bulgur wheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Split Pea, sweetcorn, mushroom and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains split pea
contains sweetcorn
contains mushroom
contains bulgur wheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-172,Peruvian-style-split-pea-sweetcorn-mushroom-stuffed-pitta
THA-173,"British Tuna, Red Cabbage & Fennel Jacket Potato 2",,lunch,British family kitchen,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality tuna fillets or 350g tuna
250g red cabbage, chopped
250g fennel, chopped
250g wholewheat noodles
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tuna, red cabbage and fennel, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat noodles as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality tuna is paired with red cabbage, fennel and wholewheat noodles for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains tuna
contains red cabbage
contains fennel
contains wholewheat noodles
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-173,british-tuna-red-cabbage-fennel-jacket-potato-2
THA-174,"Mediterranean-style Cottage Cheese, Cucumber & Red Pepper Frittata 2",,lunch,Mediterranean-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g cottage cheese
250g cucumber, chopped
250g red pepper, chopped
250g sweet potato
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cottage cheese, cucumber and red pepper, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the sweet potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cottage Cheese, cucumber, red pepper and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains cottage cheese
contains cucumber
contains red pepper
contains sweet potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-174,Mediterranean-style-cottage-cheese-cucumber-red-pepper-frittata-2
THA-175,"Moroccan-style Black Bean, Pumpkin & Green Bean Lunch Bowl",,lunch,Moroccan-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin black beans, drained
250g pumpkin, chopped
250g green bean, chopped
250g brown rice
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add black bean, pumpkin and green bean, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Black Bean, pumpkin, green bean and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains black bean
contains pumpkin
contains green bean
contains brown rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-175,Moroccan-style-black-bean-pumpkin-green-bean-lunch-bowl
THA-176,"Thai-style Cod, Kale & Pumpkin Stuffed Pitta 2",,lunch,Thai-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality cod fillets or 350g cod
250g kale, chopped
250g pumpkin, chopped
250g pearl barley
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cod, kale and pumpkin, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the pearl barley as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality cod is paired with kale, pumpkin and pearl barley for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains cod
contains kale
contains pumpkin
contains pearl barley
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-176,Thai-style-cod-kale-pumpkin-stuffed-pitta-2
THA-177,"Peruvian-style Halloumi, Fennel & Celery Jacket Potato 2",,lunch,Peruvian-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g halloumi
250g fennel, chopped
250g celery, chopped
250g wholemeal flatbread
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add halloumi, fennel and celery, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholemeal flatbread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Halloumi, fennel, celery and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains halloumi
contains fennel
contains celery
contains wholemeal flatbread
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-177,Peruvian-style-halloumi-fennel-celery-jacket-potato-2
THA-178,"British Green Pea, Onion & Aubergine Frittata",,lunch,British family kitchen,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g green peas
250g onion, chopped
250g aubergine, chopped
250g oats
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add green pea, onion and aubergine, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the oats as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Green Pea, onion, aubergine and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains green pea
contains onion
contains aubergine
contains oats
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-178,british-green-pea-onion-aubergine-frittata
THA-179,"Mediterranean-style Mackerel, Cauliflower & Red Cabbage Lunch Bowl 2",,lunch,Mediterranean-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality mackerel fillets or 350g mackerel
250g cauliflower, chopped
250g red cabbage, chopped
250g wholewheat pasta
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add mackerel, cauliflower and red cabbage, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat pasta as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality mackerel is paired with cauliflower, red cabbage and wholewheat pasta for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains mackerel
contains cauliflower
contains red cabbage
contains wholewheat pasta
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-179,Mediterranean-style-mackerel-cauliflower-red-cabbage-lunch-bowl-2
