recipe_id,import_key,name,category,cuisine,householdCount
THA-304,tha_original:THA-304,"Australian cafe-Style Green Pea, Celery & Beetroot Rice Bowl",dinner,Australian cafe-inspired,3
THA-305,tha_original:THA-305,"Spanish-Style Kidney Bean, Broccoli & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-307,tha_original:THA-307,"Indonesian-Style Haricot Bean, Tomato & Swede One-Pot",dinner,Indonesian-inspired,1
THA-309,tha_original:THA-309,"Australian cafe-Style Chicken Thigh, Cabbage & Tomato Rice Bowl 4",dinner,Australian cafe-inspired,4
THA-313,tha_original:THA-313,"Ethiopian-Style Edamame, Asparagus & Leek Stew",dinner,Ethiopian-inspired,1
THA-314,tha_original:THA-314,"Australian cafe-Style Cannellini Bean, Celery & Cucumber Rice Bowl",dinner,Australian cafe-inspired,4
THA-317,tha_original:THA-317,"Indonesian-Style Chickpea, Tomato & Sweetcorn One-Pot",dinner,Indonesian-inspired,1
THA-319,tha_original:THA-319,"Australian cafe-Style Lentil, Cabbage & Beetroot Rice Bowl",dinner,Australian cafe-inspired,3
THA-321,tha_original:THA-321,"Indian-Style Chicken Thigh, Butternut Squash & Cabbage Skillet 5",dinner,Indian-inspired,1
THA-324,tha_original:THA-324,"Australian cafe-Style Chicken Thigh, Celery & Tomato Rice Bowl 5",dinner,Australian cafe-inspired,3
THA-325,tha_original:THA-325,"Spanish-Style Cannellini Bean, Broccoli & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-327,tha_original:THA-327,"Indonesian-Style Chicken Thigh, Tomato & Broccoli One-Pot 5",dinner,Indonesian-inspired,1
THA-329,tha_original:THA-329,"Australian cafe-Style Haricot Bean, Cabbage & Cucumber Rice Bowl",dinner,Australian cafe-inspired,4
THA-331,tha_original:THA-331,"Indian-Style Split Pea, Butternut Squash & Carrot Skillet",dinner,Indian-inspired,1
THA-334,tha_original:THA-334,"Australian cafe-Style Black Bean, Celery & Beetroot Rice Bowl",dinner,Australian cafe-inspired,4
THA-335,tha_original:THA-335,"Spanish-Style Edamame, Broccoli & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-339,tha_original:THA-339,"Australian cafe-Style Chicken Thigh, Cabbage & Tomato Rice Bowl 5",dinner,Australian cafe-inspired,3
THA-340,tha_original:THA-340,"Spanish-Style Haricot Bean, Radish & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-344,tha_original:THA-344,"Australian cafe-Style Tofu, Celery & Cucumber Rice Bowl",dinner,Australian cafe-inspired,3
THA-348,tha_original:THA-348,"Ethiopian-Style Chicken Thigh, Peas & Butternut Squash Stew 6",dinner,Ethiopian-inspired,1
THA-349,tha_original:THA-349,"Australian cafe-Style Kidney Bean, Cabbage & Beetroot Rice Bowl",dinner,Australian cafe-inspired,3
THA-350,tha_original:THA-350,"Spanish-Style Chickpea, Radish & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-354,tha_original:THA-354,"Australian cafe-Style Chicken Thigh, Celery & Tomato Rice Bowl 6",dinner,Australian cafe-inspired,2
THA-355,tha_original:THA-355,"Spanish-Style Tofu, Broccoli & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-359,tha_original:THA-359,"Australian cafe-Style Green Pea, Cabbage & Cucumber Rice Bowl",dinner,Australian cafe-inspired,3
THA-364,tha_original:THA-364,"Australian cafe-Style Split Pea, Celery & Beetroot Rice Bowl",dinner,Australian cafe-inspired,6
THA-366,tha_original:THA-366,"Indian-Style Chicken Thigh, Red Pepper & Cabbage Skillet 6",dinner,Indian-inspired,1
THA-367,tha_original:THA-367,"Indonesian-Style Black Bean, Tomato & Swede One-Pot",dinner,Indonesian-inspired,1
THA-369,tha_original:THA-369,"Australian cafe-Style Chicken Thigh, Cabbage & Tomato Rice Bowl 6",dinner,Australian cafe-inspired,5
THA-370,tha_original:THA-370,"Spanish-Style Green Pea, Radish & Spring Onion Noodle Bowl",dinner,Spanish-inspired,2
THA-374,tha_original:THA-374,"Australian cafe-Style Lentil, Celery & Cucumber Rice Bowl",dinner,Australian cafe-inspired,5
THA-379,tha_original:THA-379,"Australian cafe-Style Edamame, Cabbage & Beetroot Rice Bowl",dinner,Australian cafe-inspired,6
THA-380,tha_original:THA-380,"Spanish-Style Cannellini Bean, Radish & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-383,tha_original:THA-383,"Ethiopian-Style Chickpea, Asparagus & Onion Stew",dinner,Ethiopian-inspired,1
THA-384,tha_original:THA-384,"Australian cafe-Style Chicken Thigh, Celery & Tomato Rice Bowl 7",dinner,Australian cafe-inspired,4
THA-385,tha_original:THA-385,"Spanish-Style Lentil, Broccoli & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-389,tha_original:THA-389,"Australian cafe-Style Black Bean, Cabbage & Cucumber Rice Bowl",dinner,Australian cafe-inspired,4
THA-391,tha_original:THA-391,"Indian-Style Cannellini Bean, Butternut Squash & Carrot Skillet",dinner,Indian-inspired,2
THA-393,tha_original:THA-393,"Ethiopian-Style Chicken Thigh, Asparagus & Butternut Squash Stew 7",dinner,Ethiopian-inspired,1
THA-394,tha_original:THA-394,"Australian cafe-Style Chickpea, Celery & Beetroot Rice Bowl",dinner,Australian cafe-inspired,3
THA-397,tha_original:THA-397,"Indonesian-Style Split Pea, Tomato & Swede One-Pot",dinner,Indonesian-inspired,1
THA-399,tha_original:THA-399,"Australian cafe-Style Chicken Thigh, Cabbage & Tomato Rice Bowl 7",dinner,Australian cafe-inspired,1
THA-400,tha_original:THA-400,"Spanish-Style Black Bean, Radish & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-404,tha_original:THA-404,"Australian cafe-Style Kidney Bean, Celery & Cucumber Rice Bowl",dinner,Australian cafe-inspired,3
THA-406,tha_original:THA-406,"Indian-Style Haricot Bean, Red Pepper & Carrot Skillet",dinner,Indian-inspired,1
THA-410,tha_original:THA-410,"Spanish-Style Tofu, Radish & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-412,tha_original:THA-412,"Indonesian-Style Edamame, Parsnip & Swede One-Pot",dinner,Indonesian-inspired,1
THA-413,tha_original:THA-413,"Ethiopian-Style Cannellini Bean, Asparagus & Onion Stew",dinner,Ethiopian-inspired,1
THA-414,tha_original:THA-414,"Australian cafe-Style Chicken Thigh, Celery & Tomato Rice Bowl 8",dinner,Australian cafe-inspired,1
THA-415,tha_original:THA-415,"Spanish-Style Kidney Bean, Broccoli & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-418,tha_original:THA-418,"Ethiopian-Style Lentil, Peas & Leek Stew",dinner,Ethiopian-inspired,1
THA-419,tha_original:THA-419,"Australian cafe-Style Split Pea, Cabbage & Cucumber Rice Bowl",dinner,Australian cafe-inspired,3
THA-424,tha_original:THA-424,"Australian cafe-Style Cannellini Bean, Celery & Beetroot Rice Bowl",dinner,Australian cafe-inspired,4
THA-426,tha_original:THA-426,"Indian-Style Chicken Thigh, Red Pepper & Cabbage Skillet 8",dinner,Indian-inspired,2
THA-429,tha_original:THA-429,"Australian cafe-Style Chicken Thigh, Cabbage & Tomato Rice Bowl 8",dinner,Australian cafe-inspired,3
THA-434,tha_original:THA-434,"Australian cafe-Style Edamame, Celery & Cucumber Rice Bowl",dinner,Australian cafe-inspired,5
THA-435,tha_original:THA-435,"Spanish-Style Chicken Thigh, Broccoli & Asparagus Noodle Bowl 9",dinner,Spanish-inspired,1
THA-436,tha_original:THA-436,"Indian-Style Green Pea, Red Pepper & Carrot Skillet",dinner,Indian-inspired,1
THA-439,tha_original:THA-439,"Australian cafe-Style Haricot Bean, Cabbage & Beetroot Rice Bowl",dinner,Australian cafe-inspired,5
THA-440,tha_original:THA-440,"Spanish-Style Lentil, Radish & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-444,tha_original:THA-444,"Australian cafe-Style Chicken Thigh, Celery & Tomato Rice Bowl 9",dinner,Australian cafe-inspired,4
THA-445,tha_original:THA-445,"Spanish-Style Edamame, Broccoli & Spring Onion Noodle Bowl",dinner,Spanish-inspired,1
THA-446,tha_original:THA-446,"Indian-Style Cannellini Bean, Red Pepper & Kale Skillet",dinner,Indian-inspired,1
THA-449,tha_original:THA-449,"Australian cafe-Style Chickpea, Cabbage & Cucumber Rice Bowl",dinner,Australian cafe-inspired,4
THA-454,tha_original:THA-454,"Australian cafe-Style Tofu, Celery & Beetroot Rice Bowl",dinner,Australian cafe-inspired,5
THA-455,tha_original:THA-455,"Spanish-Style Black Bean, Broccoli & Courgette Noodle Bowl",dinner,Spanish-inspired,1
THA-457,tha_original:THA-457,"Chinese-Style Red Cabbage, Green Bean & Split Pea Roasted Veg",side,Chinese-inspired,11
THA-458,tha_original:THA-458,"West African-Style Cucumber, Pumpkin & Cod Herb Potatoes",side,West African-inspired,11
THA-459,tha_original:THA-459,"Georgian-Style Pumpkin, Celery & Feta Slaw",side,Georgian-inspired,10
THA-460,tha_original:THA-460,"Greek-Style Kale, Aubergine & Black Bean Bean Salad",side,Greek-inspired,11
THA-461,tha_original:THA-461,"Persian-Style Fennel, Red Cabbage & Mackerel Grain Salad",side,Persian-inspired,5
THA-462,tha_original:THA-462,"Chinese-Style Onion, Parsnip & Greek Yoghurt Roasted Veg",side,Chinese-inspired,1
THA-463,tha_original:THA-463,"West African-Style Cauliflower, Spinach & Green Pea Herb Potatoes",side,West African-inspired,3
THA-464,tha_original:THA-464,"Georgian-Style Courgette, Cherry Tomato & Sardine Slaw",side,Georgian-inspired,1
THA-465,tha_original:THA-465,"Greek-Style Cherry Tomato, Radish & Cottage Cheese Bean Salad",side,Greek-inspired,2
THA-466,tha_original:THA-466,"Persian-Style Sweetcorn, Pak Choi & Haricot Bean Grain Salad",side,Persian-inspired,3
THA-467,tha_original:THA-467,"Chinese-Style Red Cabbage, Cauliflower & Tuna Roasted Veg",side,Chinese-inspired,4
THA-468,tha_original:THA-468,"West African-Style Cucumber, Peas & Halloumi Herb Potatoes",side,West African-inspired,2
THA-469,tha_original:THA-469,"Georgian-Style Pumpkin, Mushroom & Butter Bean Slaw",side,Georgian-inspired,5
THA-470,tha_original:THA-470,"Greek-Style Kale, Fennel & Cod Bean Salad",side,Greek-inspired,1
THA-471,tha_original:THA-471,"Persian-Style Fennel, Red Pepper & Egg Grain Salad",side,Persian-inspired,1
THA-473,tha_original:THA-473,"West African-Style Cauliflower, Pumpkin & Mackerel Herb Potatoes",side,West African-inspired,2
THA-474,tha_original:THA-474,"Georgian-Style Courgette, Celery & Feta Slaw",side,Georgian-inspired,2
THA-475,tha_original:THA-475,"Greek-Style Cherry Tomato, Aubergine & Kidney Bean Bean Salad",side,Greek-inspired,2
THA-476,tha_original:THA-476,"Persian-Style Sweetcorn, Red Cabbage & Sardine Grain Salad",side,Persian-inspired,1
THA-477,tha_original:THA-477,"Chinese-Style Red Cabbage, Parsnip & Greek Yoghurt Roasted Veg",side,Chinese-inspired,4
THA-478,tha_original:THA-478,"West African-Style Cucumber, Spinach & Lentil Herb Potatoes",side,West African-inspired,2
THA-479,tha_original:THA-479,"Georgian-Style Pumpkin, Cherry Tomato & Tuna Slaw",side,Georgian-inspired,3
THA-480,tha_original:THA-480,"Greek-Style Kale, Radish & Cottage Cheese Bean Salad",side,Greek-inspired,2
THA-481,tha_original:THA-481,"Greek-Style Cauliflower, Green Bean & Butter Bean Oat Bars",snack,Greek-inspired,23
THA-482,tha_original:THA-482,"Persian-Style Courgette, Pumpkin & Tofu Seeded Muffins",snack,Persian-inspired,19
THA-483,tha_original:THA-483,"Chinese-Style Cherry Tomato, Celery & Egg Snack Bites",snack,Chinese-inspired,22
THA-484,tha_original:THA-484,"West African-Style Sweetcorn, Aubergine & Edamame Dip Plate",snack,West African-inspired,21
THA-485,tha_original:THA-485,"Georgian-Style Red Cabbage, Spinach & Cannellini Bean Fruit Pot",snack,Georgian-inspired,25
THA-486,tha_original:THA-486,"Greek-Style Cucumber, Parsnip & Feta Oat Bars",snack,Greek-inspired,8
THA-487,tha_original:THA-487,"Persian-Style Pumpkin, Spinach & Kidney Bean Seeded Muffins",snack,Persian-inspired,9
THA-488,tha_original:THA-488,"Chinese-Style Kale, Cherry Tomato & Chickpea Snack Bites",snack,Chinese-inspired,4
THA-489,tha_original:THA-489,"West African-Style Fennel, Radish & Greek Yoghurt Dip Plate",snack,West African-inspired,7
THA-490,tha_original:THA-490,"Georgian-Style Onion, Pak Choi & Lentil Fruit Pot",snack,Georgian-inspired,5
THA-491,tha_original:THA-491,"Greek-Style Cauliflower, Aubergine & Split Pea Oat Bars",snack,Greek-inspired,2
THA-492,tha_original:THA-492,"Persian-Style Courgette, Peas & Cottage Cheese Seeded Muffins",snack,Persian-inspired,5
THA-493,tha_original:THA-493,"Chinese-Style Cherry Tomato, Mushroom & Tofu Snack Bites",snack,Chinese-inspired,3
THA-494,tha_original:THA-494,"West African-Style Sweetcorn, Fennel & Black Bean Dip Plate",snack,West African-inspired,2
THA-495,tha_original:THA-495,"Georgian-Style Red Cabbage, Red Pepper & Halloumi Fruit Pot",snack,Georgian-inspired,4
THA-496,tha_original:THA-496,"Greek-Style Cucumber, Green Bean & Cannellini Bean Oat Bars",snack,Greek-inspired,4
THA-497,tha_original:THA-497,"Persian-Style Pumpkin, Green Bean & Green Pea Seeded Muffins",snack,Persian-inspired,4
THA-498,tha_original:THA-498,"Chinese-Style Kale, Celery & Egg Snack Bites",snack,Chinese-inspired,7
THA-499,tha_original:THA-499,"West African-Style Fennel, Aubergine & Chickpea Dip Plate",snack,West African-inspired,3
THA-500,tha_original:THA-500,"Georgian-Style Onion, Red Cabbage & Haricot Bean Fruit Pot",snack,Georgian-inspired,3
